Soil_Quality,Vibration_Intensity,Acceleration,Inclination,Warning_Signal
0.8152007393473021,3.7050436944756426,3.4934546991933826,38.924778012676015,1
1.1750244634470492,3.0501899573467806,6.263139206359768,2.8111072949913267,1
1.3610468178761663,4.3808926561725325,5.380697272142023,16.268523273983998,0
0.7791081176295165,0.8533511385934125,9.156659152588102,23.5719656163155,0
1.2215892410355127,2.447401121397752,3.7024819771934196,20.533253922940148,2
0.9337035348562084,4.169115994252404,4.3523356702282925,2.809489239596557,0
0.5863901954250519,3.654940794553438,0.05514725038914486,12.501323371053541,1
0.5883447702050913,1.502007480262478,2.807297647825015,20.5876812925335,1
0.6709164173824601,1.4397504877425025,7.121191654103203,1.242978287750776,0
1.2073694361377314,2.1098456355294815,7.027064324592931,25.288759978527615,0
1.3427497801425148,0.1908015326063548,1.7294924263530698,33.15692504481965,0
0.5685378994410017,0.8839893214824747,9.655005511241246,9.186752362362828,0
0.7814443937491347,1.8864154266105166,4.421848132176851,21.616797519944445,0
1.396392060207959,3.660501585340894,2.543107433075084,19.422781600899086,1
1.1459236603313872,3.193720427531946,7.128681538461478,14.848812074815283,0
0.8414248239190701,4.96840415688087,5.915025971723405,31.957898806101916,2
1.1164672582870714,1.7802342427802846,4.4463299162581205,34.36420149423787,0
0.8290944694345463,4.295305312138808,7.906236722635048,11.655980867150632,0
0.6558973319214555,1.794262003692114,6.077595911370668,44.543941155264,0
0.5005649492065842,1.3375586296905753,9.482667964798996,21.491847148670473,0
1.2480554154402161,2.525524393665393,8.137655040729587,43.307920729682245,0
0.9523136371304427,2.481635882024508,5.373336338717972,3.9371748731236695,0
1.3454335364487564,1.6267823302451336,6.311826980406004,37.64851650861463,0
1.3039427753346415,4.456322947219132,5.1122799608721,26.151381942212222,1
0.5361311575067462,4.649866682803564,4.428979647137525,43.00298192014282,2
1.024133601101179,2.7268166799793088,6.545353510678835,29.17444570424486,1
0.8402121106011303,3.299218092741093,2.24378132200354,30.866006537875332,0
1.4094023750942783,3.4452804910421433,2.789711566424446,28.91281492896396,0
1.477490952102079,1.5395184252385805,2.036336656448833,7.48637072570073,0
0.7420988790538041,3.41089123455551,5.766373393472996,27.4433534877919,0
0.7088292064352826,2.07687401869175,8.878307817973516,18.197812006845794,2
0.64738957093162,2.1624434850488834,9.424121159130257,32.52432818861966,0
1.4001134133571278,4.393674773421651,1.8316870121531348,15.366994543885752,0
